Year,Week,Tier,Division,TeamA,TeamB,TeamASeed,TeamBSeed,Notes,Rivalry
2026,7,4,Feed League Division 2,Hawaii,UL Monroe,11,15,NPL,
2026,7,4,Feed League Division 2,Memphis,Nevada,1,12,NPL,
2026,7,4,Feed League Division 2,Fresno State,Liberty,10,5,NPL,
2026,7,4,Feed League Division 2,James Madison,Louisiana Tech,14,6,NPL,
2026,7,4,Feed League Division 2,North Texas,Rice,2,3,NPL,
2026,7,4,Feed League Division 2,Central Michigan,North Alabama,8,17,NPL,
2026,7,4,Feed League Division 2,Buffalo,Kennesaw State,7,4,NPL,
2026,8,4,Feed League Division 2,Nevada,Georgia State,12,13,NPL,
2026,8,4,Feed League Division 2,Kennesaw State,James Madison,4,14,NPL,
2026,8,4,Feed League Division 2,Liberty,Hawaii,5,11,NPL,
2026,8,4,Feed League Division 2,Eastern Michigan,Memphis,9,1,NPL,
2026,8,4,Feed League Division 2,Louisiana Tech,UL Monroe,6,15,NPL,
2026,8,4,Feed League Division 2,North Alabama,Montana State,17,16,NPL,
2026,8,4,Feed League Division 2,Rice,Central Michigan,3,8,NPL,
2026,8,4,Feed League Division 2,North Dakota State,Buffalo,18,7,NPL,
2026,8,4,Feed League Division 2,Fresno State,North Texas,10,2,NPL,
2026,9,4,Feed League Division 2,Central Michigan,Fresno State,8,10,NPL,
2026,9,4,Feed League Division 2,UL Monroe,Kennesaw State,15,4,NPL,
2026,9,4,Feed League Division 2,James Madison,North Dakota State,14,18,NPL,
2026,9,4,Feed League Division 2,Buffalo,Nevada,7,12,NPL,
2026,9,4,Feed League Division 2,Hawaii,Louisiana Tech,11,6,NPL,
2026,9,4,Feed League Division 2,Georgia State,Eastern Michigan,13,9,NPL,
2026,9,4,Feed League Division 2,Memphis,North Alabama,1,17,NPL,
2026,9,4,Feed League Division 2,North Texas,Liberty,2,5,NPL,
2026,9,4,Feed League Division 2,Montana State,Rice,16,3,NPL,
2026,10,4,Feed League Division 2,Nevada,James Madison,12,14,NPL,
2026,10,4,Feed League Division 2,Kennesaw State,Louisiana Tech,4,6,NPL,
2026,10,4,Feed League Division 2,Rice,Memphis,3,1,NPL,
2026,10,4,Feed League Division 2,North Alabama,Georgia State,17,13,NPL,
2026,10,4,Feed League Division 2,North Dakota State,UL Monroe,18,15,NPL,
2026,10,4,Feed League Division 2,North Texas,Hawaii,2,11,NPL,
2026,10,4,Feed League Division 2,Eastern Michigan,Buffalo,9,7,NPL,
2026,10,4,Feed League Division 2,Fresno State,Montana State,10,16,NPL,
2026,10,4,Feed League Division 2,Liberty,Central Michigan,5,8,NPL,
2026,11,4,Feed League Division 2,Memphis,Fresno State,1,10,NPL,
2026,11,4,Feed League Division 2,James Madison,Eastern Michigan,14,9,NPL,
2026,11,4,Feed League Division 2,Louisiana Tech,North Dakota State,6,18,NPL,
2026,11,4,Feed League Division 2,Central Michigan,North Texas,8,2,NPL,
2026,11,4,Feed League Division 2,Hawaii,Kennesaw State,11,4,NPL,
2026,11,4,Feed League Division 2,Montana State,Liberty,16,5,NPL,
2026,11,4,Feed League Division 2,UL Monroe,Nevada,15,12,NPL,
2026,11,4,Feed League Division 2,Buffalo,North Alabama,7,17,NPL,
2026,11,4,Feed League Division 2,Georgia State,Rice,13,3,NPL,
2026,12,4,Feed League Division 2,North Texas,Montana State,2,16,NPL,
2026,12,4,Feed League Division 2,Liberty,Memphis,5,1,NPL,
2026,12,4,Feed League Division 2,North Dakota State,Kennesaw State,18,4,NPL,
2026,12,4,Feed League Division 2,North Alabama,James Madison,17,14,NPL,
2026,12,4,Feed League Division 2,Eastern Michigan,UL Monroe,9,15,NPL,
2026,12,4,Feed League Division 2,Fresno State,Georgia State,10,13,NPL,
2026,12,4,Feed League Division 2,Central Michigan,Hawaii,8,11,NPL,
2026,12,4,Feed League Division 2,Rice,Buffalo,3,7,NPL,
2026,12,4,Feed League Division 2,Nevada,Louisiana Tech,12,6,NPL,
2026,13,4,Feed League Division 2,Louisiana Tech,Eastern Michigan,6,9,NPL,
2026,13,4,Feed League Division 2,Buffalo,Fresno State,7,10,NPL,
2026,13,4,Feed League Division 2,Memphis,North Texas,1,2,NPL,
2026,13,4,Feed League Division 2,Georgia State,Liberty,13,5,NPL,
2026,13,4,Feed League Division 2,Kennesaw State,Nevada,4,12,NPL,
2026,13,4,Feed League Division 2,UL Monroe,North Alabama,15,17,NPL,
2026,13,4,Feed League Division 2,Montana State,Central Michigan,16,8,NPL,
2026,13,4,Feed League Division 2,Hawaii,North Dakota State,11,18,NPL,
2026,13,4,Feed League Division 2,James Madison,Rice,14,3,NPL,
2026,14,4,Feed League Division 2,Rice,UL Monroe,3,15,NPL,
2026,14,4,Feed League Division 2,Eastern Michigan,Kennesaw State,9,4,NPL,
2026,14,4,Feed League Division 2,Nevada,North Dakota State,12,18,NPL,
2026,14,4,Feed League Division 2,Liberty,Buffalo,5,7,NPL,
2026,14,4,Feed League Division 2,North Alabama,Louisiana Tech,17,6,NPL,
2026,14,4,Feed League Division 2,Central Michigan,Memphis,8,1,NPL,
2026,14,4,Feed League Division 2,Fresno State,James Madison,10,14,NPL,
2026,14,4,Feed League Division 2,North Texas,Georgia State,2,13,NPL,
2026,14,4,Feed League Division 2,Montana State,Hawaii,16,11,NPL,
2026,15,4,Feed League Division 2,Louisiana Tech,Rice,6,3,NPL,
2026,15,4,Feed League Division 2,Kennesaw State,North Alabama,4,17,NPL,
2026,15,4,Feed League Division 2,James Madison,Liberty,14,5,NPL,
2026,15,4,Feed League Division 2,Memphis,Montana State,1,16,NPL,
2026,15,4,Feed League Division 2,Hawaii,Nevada,11,12,NPL,
2026,15,4,Feed League Division 2,Buffalo,North Texas,7,2,NPL,
2026,15,4,Feed League Division 2,North Dakota State,Eastern Michigan,18,9,NPL,
2026,15,4,Feed League Division 2,UL Monroe,Fresno State,15,10,NPL,
2026,15,4,Feed League Division 2,Georgia State,Central Michigan,13,8,NPL,
2026,16,4,Feed League Division 2,Rice,Kennesaw State,3,4,NPL,
2026,16,4,Feed League Division 2,Central Michigan,Buffalo,8,7,NPL,
2026,16,4,Feed League Division 2,Montana State,Georgia State,16,13,NPL,
2026,16,4,Feed League Division 2,Memphis,Hawaii,1,11,NPL,
2026,16,4,Feed League Division 2,Fresno State,Louisiana Tech,10,6,NPL,
2026,16,4,Feed League Division 2,North Texas,James Madison,2,14,NPL,
2026,16,4,Feed League Division 2,Liberty,UL Monroe,5,15,NPL,
2026,16,4,Feed League Division 2,Eastern Michigan,Nevada,9,12,NPL,
2026,16,4,Feed League Division 2,North Alabama,North Dakota State,17,18,NPL,
2026,17,4,Feed League Division 2,James Madison,Central Michigan,14,8,NPL,
2026,17,4,Feed League Division 2,Hawaii,Eastern Michigan,11,9,NPL,
2026,17,4,Feed League Division 2,Georgia State,Memphis,13,1,NPL,
2026,17,4,Feed League Division 2,North Dakota State,Rice,18,3,NPL,
2026,17,4,Feed League Division 2,Louisiana Tech,Liberty,6,5,NPL,
2026,17,4,Feed League Division 2,Nevada,North Alabama,12,17,NPL,
2026,17,4,Feed League Division 2,Buffalo,Montana State,7,16,NPL,
2026,17,4,Feed League Division 2,Kennesaw State,Fresno State,4,10,NPL,
2026,17,4,Feed League Division 2,UL Monroe,North Texas,15,2,NPL,
2026,1,4,Feed League Division 3,Temple,New Mexico State,2,6,NPL,
2026,1,4,Feed League Division 3,Middle Tennessee,Missouri State,4,5,NPL,
2026,1,4,Feed League Division 3,San Jose State,Tulane,12,3,NPL,
2026,1,4,Feed League Division 3,Sacramento State,Old Dominion,16,14,NPL,
2026,1,4,Feed League Division 3,Northern Illinois,South Dakota State,9,17,NPL,
2026,1,4,Feed League Division 3,San Diego State,Marshall,11,13,NPL,
2026,1,4,Feed League Division 3,Tarleton State,New Mexico,18,10,NPL,
2026,1,4,Feed League Division 3,South Florida,Kent State,1,7,NPL,
2026,1,4,Feed League Division 3,Miami (OH),South Alabama,8,15,NPL,
2026,2,4,Feed League Division 3,Kent State,Marshall,7,13,NPL,
2026,2,4,Feed League Division 3,Missouri State,Tarleton State,5,18,NPL,
2026,2,4,Feed League Division 3,South Alabama,Sacramento State,15,16,NPL,
2026,2,4,Feed League Division 3,New Mexico,San Jose State,10,12,NPL,
2026,2,4,Feed League Division 3,Middle Tennessee,Temple,4,2,NPL,
2026,2,4,Feed League Division 3,Tulane,Northern Illinois,3,9,NPL,
2026,2,4,Feed League Division 3,South Dakota State,San Diego State,17,11,NPL,
2026,2,4,Feed League Division 3,New Mexico State,Miami (OH),6,8,NPL,
2026,2,4,Feed League Division 3,Old Dominion,South Florida,14,1,NPL,
2026,3,4,Feed League Division 3,San Diego State,Kent State,11,7,NPL,
2026,3,4,Feed League Division 3,Temple,Tarleton State,2,18,NPL,
2026,3,4,Feed League Division 3,Marshall,Old Dominion,13,14,NPL,
2026,3,4,Feed League Division 3,South Florida,South Alabama,1,15,NPL,
2026,3,4,Feed League Division 3,South Dakota State,Tulane,17,3,NPL,
2026,3,4,Feed League Division 3,San Jose State,Missouri State,12,5,NPL,
2026,3,4,Feed League Division 3,Sacramento State,New Mexico State,16,6,NPL,
2026,3,4,Feed League Division 3,Miami (OH),Middle Tennessee,8,4,NPL,
2026,3,4,Feed League Division 3,Northern Illinois,New Mexico,9,10,NPL,
2026,4,4,Feed League Division 3,New Mexico,South Dakota State,10,17,NPL,
2026,4,4,Feed League Division 3,Middle Tennessee,Sacramento State,4,16,NPL,
2026,4,4,Feed League Division 3,Missouri State,Northern Illinois,5,9,NPL,
2026,4,4,Feed League Division 3,South Alabama,Marshall,15,13,NPL,
2026,4,4,Feed League Division 3,Tarleton State,Miami (OH),18,8,NPL,
2026,4,4,Feed League Division 3,San Jose State,Temple,12,2,NPL,
2026,4,4,Feed League Division 3,Tulane,San Diego State,3,11,NPL,
2026,4,4,Feed League Division 3,Old Dominion,Kent State,14,7,NPL,
2026,4,4,Feed League Division 3,New Mexico State,South Florida,6,1,NPL,
2026,5,4,Feed League Division 3,Marshall,New Mexico State,13,6,NPL,
2026,5,4,Feed League Division 3,Kent State,South Alabama,7,15,NPL,
2026,5,4,Feed League Division 3,South Florida,Middle Tennessee,1,4,NPL,
2026,5,4,Feed League Division 3,Tulane,New Mexico,3,10,NPL,
2026,5,4,Feed League Division 3,South Dakota State,Missouri State,17,5,NPL,
2026,5,4,Feed League Division 3,San Diego State,Old Dominion,11,14,NPL,
2026,5,4,Feed League Division 3,Temple,Northern Illinois,2,9,NPL,
2026,5,4,Feed League Division 3,Miami (OH),San Jose State,8,12,NPL,
2026,5,4,Feed League Division 3,Sacramento State,Tarleton State,16,18,NPL,
2026,6,4,Feed League Division 3,Northern Illinois,Miami (OH),9,8,NPL,
2026,6,4,Feed League Division 3,New Mexico,San Diego State,10,11,NPL,
2026,6,4,Feed League Division 3,Missouri State,Tulane,5,3,NPL,
2026,6,4,Feed League Division 3,South Dakota State,Temple,17,2,NPL,
2026,6,4,Feed League Division 3,Middle Tennessee,Marshall,4,13,NPL,
2026,6,4,Feed League Division 3,San Jose State,Sacramento State,12,16,NPL,
2026,6,4,Feed League Division 3,South Alabama,Old Dominion,15,14,NPL,
2026,6,4,Feed League Division 3,New Mexico State,Kent State,6,7,NPL,
2026,6,4,Feed League Division 3,Tarleton State,South Florida,18,1,NPL,
2026,7,4,Feed League Division 3,Marshall,Tarleton State,13,18,NPL,
2026,7,4,Feed League Division 3,Sacramento State,Northern Illinois,16,9,NPL,
2026,7,4,Feed League Division 3,San Diego State,South Alabama,11,15,NPL,
2026,7,4,Feed League Division 3,South Florida,San Jose State,1,12,NPL,
2026,7,4,Feed League Division 3,New Mexico,Missouri State,10,5,NPL,
2026,7,4,Feed League Division 3,Old Dominion,New Mexico State,14,6,NPL,
2026,7,4,Feed League Division 3,Temple,Tulane,2,3,NPL,
2026,7,4,Feed League Division 3,Miami (OH),South Dakota State,8,17,NPL,
2026,7,4,Feed League Division 3,Kent State,Middle Tennessee,7,4,NPL,
2026,8,4,Feed League Division 3,San Jose State,Marshall,12,13,NPL,
2026,8,4,Feed League Division 3,Middle Tennessee,Old Dominion,4,14,NPL,
2026,8,4,Feed League Division 3,Missouri State,San Diego State,5,11,NPL,
2026,8,4,Feed League Division 3,Northern Illinois,South Florida,9,1,NPL,
2026,8,4,Feed League Division 3,New Mexico State,South Alabama,6,15,NPL,
2026,8,4,Feed League Division 3,South Dakota State,Sacramento State,17,16,NPL,
2026,8,4,Feed League Division 3,Tulane,Miami (OH),3,8,NPL,
2026,8,4,Feed League Division 3,Tarleton State,Kent State,18,7,NPL,
2026,8,4,Feed League Division 3,New Mexico,Temple,10,2,NPL,
2026,9,4,Feed League Division 3,Miami (OH),New Mexico,8,10,NPL,
2026,9,4,Feed League Division 3,South Alabama,Middle Tennessee,15,4,NPL,
2026,9,4,Feed League Division 3,Old Dominion,Tarleton State,14,18,NPL,
2026,9,4,Feed League Division 3,Kent State,San Jose State,7,12,NPL,
2026,9,4,Feed League Division 3,San Diego State,New Mexico State,11,6,NPL,
2026,9,4,Feed League Division 3,Marshall,Northern Illinois,13,9,NPL,
2026,9,4,Feed League Division 3,South Florida,South Dakota State,1,17,NPL,
2026,9,4,Feed League Division 3,Temple,Missouri State,2,5,NPL,
2026,9,4,Feed League Division 3,Sacramento State,Tulane,16,3,NPL,
2026,10,4,Feed League Division 3,San Jose State,Old Dominion,12,14,NPL,
2026,10,4,Feed League Division 3,Middle Tennessee,New Mexico State,4,6,NPL,
2026,10,4,Feed League Division 3,Tulane,South Florida,3,1,NPL,
2026,10,4,Feed League Division 3,South Dakota State,Marshall,17,13,NPL,
2026,10,4,Feed League Division 3,Tarleton State,South Alabama,18,15,NPL,
2026,10,4,Feed League Division 3,Temple,San Diego State,2,11,NPL,
2026,10,4,Feed League Division 3,Northern Illinois,Kent State,9,7,NPL,
2026,10,4,Feed League Division 3,New Mexico,Sacramento State,10,16,NPL,
2026,10,4,Feed League Division 3,Missouri State,Miami (OH),5,8,NPL,
2026,11,4,Feed League Division 3,South Florida,New Mexico,1,10,NPL,
2026,11,4,Feed League Division 3,Old Dominion,Northern Illinois,14,9,NPL,
2026,11,4,Feed League Division 3,New Mexico State,Tarleton State,6,18,NPL,
2026,11,4,Feed League Division 3,Miami (OH),Temple,8,2,NPL,
2026,11,4,Feed League Division 3,San Diego State,Middle Tennessee,11,4,NPL,
2026,11,4,Feed League Division 3,Sacramento State,Missouri State,16,5,NPL,
2026,11,4,Feed League Division 3,South Alabama,San Jose State,15,12,NPL,
2026,11,4,Feed League Division 3,Kent State,South Dakota State,7,17,NPL,
2026,11,4,Feed League Division 3,Marshall,Tulane,13,3,NPL,
2026,12,4,Feed League Division 3,Temple,Sacramento State,2,16,NPL,
2026,12,4,Feed League Division 3,Missouri State,South Florida,5,1,NPL,
2026,12,4,Feed League Division 3,Tarleton State,Middle Tennessee,18,4,NPL,
2026,12,4,Feed League Division 3,South Dakota State,Old Dominion,17,14,NPL,
2026,12,4,Feed League Division 3,Northern Illinois,South Alabama,9,15,NPL,
2026,12,4,Feed League Division 3,New Mexico,Marshall,10,13,NPL,
2026,12,4,Feed League Division 3,Miami (OH),San Diego State,8,11,NPL,
2026,12,4,Feed League Division 3,Tulane,Kent State,3,7,NPL,
2026,12,4,Feed League Division 3,San Jose State,New Mexico State,12,6,NPL,
2026,13,4,Feed League Division 3,New Mexico State,Northern Illinois,6,9,NPL,
2026,13,4,Feed League Division 3,Kent State,New Mexico,7,10,NPL,
2026,13,4,Feed League Division 3,South Florida,Temple,1,2,NPL,
2026,13,4,Feed League Division 3,Marshall,Missouri State,13,5,NPL,
2026,13,4,Feed League Division 3,Middle Tennessee,San Jose State,4,12,NPL,
2026,13,4,Feed League Division 3,South Alabama,South Dakota State,15,17,NPL,
2026,13,4,Feed League Division 3,Sacramento State,Miami (OH),16,8,NPL,
2026,13,4,Feed League Division 3,San Diego State,Tarleton State,11,18,NPL,
2026,13,4,Feed League Division 3,Old Dominion,Tulane,14,3,NPL,
2026,14,4,Feed League Division 3,Tulane,South Alabama,3,15,NPL,
2026,14,4,Feed League Division 3,Northern Illinois,Middle Tennessee,9,4,NPL,
2026,14,4,Feed League Division 3,San Jose State,Tarleton State,12,18,NPL,
2026,14,4,Feed League Division 3,Missouri State,Kent State,5,7,NPL,
2026,14,4,Feed League Division 3,South Dakota State,New Mexico State,17,6,NPL,
2026,14,4,Feed League Division 3,Miami (OH),South Florida,8,1,NPL,
2026,14,4,Feed League Division 3,New Mexico,Old Dominion,10,14,NPL,
2026,14,4,Feed League Division 3,Temple,Marshall,2,13,NPL,
2026,14,4,Feed League Division 3,Sacramento State,San Diego State,16,11,NPL,
2026,15,4,Feed League Division 3,New Mexico State,Tulane,6,3,NPL,
2026,15,4,Feed League Division 3,Middle Tennessee,South Dakota State,4,17,NPL,
2026,15,4,Feed League Division 3,Old Dominion,Missouri State,14,5,NPL,
2026,15,4,Feed League Division 3,South Florida,Sacramento State,1,16,NPL,
2026,15,4,Feed League Division 3,San Diego State,San Jose State,11,12,NPL,
2026,15,4,Feed League Division 3,Kent State,Temple,7,2,NPL,
2026,15,4,Feed League Division 3,Tarleton State,Northern Illinois,18,9,NPL,
2026,15,4,Feed League Division 3,South Alabama,New Mexico,15,10,NPL,
2026,15,4,Feed League Division 3,Marshall,Miami (OH),13,8,NPL,
2026,16,4,Feed League Division 3,Tulane,Middle Tennessee,3,4,NPL,
2026,16,4,Feed League Division 3,Miami (OH),Kent State,8,7,NPL,
2026,16,4,Feed League Division 3,Sacramento State,Marshall,16,13,NPL,
2026,16,4,Feed League Division 3,South Florida,San Diego State,1,11,NPL,
2026,16,4,Feed League Division 3,New Mexico,New Mexico State,10,6,NPL,
2026,16,4,Feed League Division 3,Temple,Old Dominion,2,14,NPL,
2026,16,4,Feed League Division 3,Missouri State,South Alabama,5,15,NPL,
2026,16,4,Feed League Division 3,Northern Illinois,San Jose State,9,12,NPL,
2026,16,4,Feed League Division 3,South Dakota State,Tarleton State,17,18,NPL,
2026,17,4,Feed League Division 3,Old Dominion,Miami (OH),14,8,NPL,
2026,17,4,Feed League Division 3,San Diego State,Northern Illinois,11,9,NPL,
2026,17,4,Feed League Division 3,Marshall,South Florida,13,1,NPL,
2026,17,4,Feed League Division 3,Tarleton State,Tulane,18,3,NPL,
2026,17,4,Feed League Division 3,New Mexico State,Missouri State,6,5,NPL,
2026,17,4,Feed League Division 3,San Jose State,South Dakota State,12,17,NPL,
2026,17,4,Feed League Division 3,Kent State,Sacramento State,7,16,NPL,
2026,17,4,Feed League Division 3,Middle Tennessee,New Mexico,4,10,NPL,
2026,17,4,Feed League Division 3,South Alabama,Temple,15,2,NPL,
2026,1,4,Feed League Division 4,UAB,Western Kentucky,2,6,NPL,
2026,1,4,Feed League Division 4,Sam Houston,UTEP,4,5,NPL,
2026,1,4,Feed League Division 4,Wyoming,UTSA,12,3,NPL,
2026,1,4,Feed League Division 4,UC Davis,Texas State,16,14,NPL,
2026,1,4,Feed League Division 4,Western Michigan,UConn,9,17,NPL,
2026,1,4,Feed League Division 4,Utah State,Southern Miss,11,13,NPL,
2026,1,4,Feed League Division 4,UMass,UNLV,18,10,NPL,
2026,1,4,Feed League Division 4,Tulsa,Ohio,1,7,NPL,
2026,1,4,Feed League Division 4,Toledo,Troy,8,15,NPL,
2026,2,4,Feed League Division 4,Ohio,Southern Miss,7,13,NPL,
2026,2,4,Feed League Division 4,UTEP,UMass,5,18,NPL,
2026,2,4,Feed League Division 4,Troy,UC Davis,15,16,NPL,
2026,2,4,Feed League Division 4,UNLV,Wyoming,10,12,NPL,
2026,2,4,Feed League Division 4,Sam Houston,UAB,4,2,NPL,
2026,2,4,Feed League Division 4,UTSA,Western Michigan,3,9,NPL,
2026,2,4,Feed League Division 4,UConn,Utah State,17,11,NPL,
2026,2,4,Feed League Division 4,Western Kentucky,Toledo,6,8,NPL,
2026,2,4,Feed League Division 4,Texas State,Tulsa,14,1,NPL,
2026,3,4,Feed League Division 4,Utah State,Ohio,11,7,NPL,
2026,3,4,Feed League Division 4,UAB,UMass,2,18,NPL,
2026,3,4,Feed League Division 4,Southern Miss,Texas State,13,14,NPL,
2026,3,4,Feed League Division 4,Tulsa,Troy,1,15,NPL,
2026,3,4,Feed League Division 4,UConn,UTSA,17,3,NPL,
2026,3,4,Feed League Division 4,Wyoming,UTEP,12,5,NPL,
2026,3,4,Feed League Division 4,UC Davis,Western Kentucky,16,6,NPL,
2026,3,4,Feed League Division 4,Toledo,Sam Houston,8,4,NPL,
2026,3,4,Feed League Division 4,Western Michigan,UNLV,9,10,NPL,
2026,4,4,Feed League Division 4,UNLV,UConn,10,17,NPL,
2026,4,4,Feed League Division 4,Sam Houston,UC Davis,4,16,NPL,
2026,4,4,Feed League Division 4,UTEP,Western Michigan,5,9,NPL,
2026,4,4,Feed League Division 4,Troy,Southern Miss,15,13,NPL,
2026,4,4,Feed League Division 4,UMass,Toledo,18,8,NPL,
2026,4,4,Feed League Division 4,Wyoming,UAB,12,2,NPL,
2026,4,4,Feed League Division 4,UTSA,Utah State,3,11,NPL,
2026,4,4,Feed League Division 4,Texas State,Ohio,14,7,NPL,
2026,4,4,Feed League Division 4,Western Kentucky,Tulsa,6,1,NPL,
2026,5,4,Feed League Division 4,Southern Miss,Western Kentucky,13,6,NPL,
2026,5,4,Feed League Division 4,Ohio,Troy,7,15,NPL,
2026,5,4,Feed League Division 4,Tulsa,Sam Houston,1,4,NPL,
2026,5,4,Feed League Division 4,UTSA,UNLV,3,10,NPL,
2026,5,4,Feed League Division 4,UConn,UTEP,17,5,NPL,
2026,5,4,Feed League Division 4,Utah State,Texas State,11,14,NPL,
2026,5,4,Feed League Division 4,UAB,Western Michigan,2,9,NPL,
2026,5,4,Feed League Division 4,Toledo,Wyoming,8,12,NPL,
2026,5,4,Feed League Division 4,UC Davis,UMass,16,18,NPL,
2026,6,4,Feed League Division 4,Western Michigan,Toledo,9,8,NPL,
2026,6,4,Feed League Division 4,UNLV,Utah State,10,11,NPL,
2026,6,4,Feed League Division 4,UTEP,UTSA,5,3,NPL,
2026,6,4,Feed League Division 4,UConn,UAB,17,2,NPL,
2026,6,4,Feed League Division 4,Sam Houston,Southern Miss,4,13,NPL,
2026,6,4,Feed League Division 4,Wyoming,UC Davis,12,16,NPL,
2026,6,4,Feed League Division 4,Troy,Texas State,15,14,NPL,
2026,6,4,Feed League Division 4,Western Kentucky,Ohio,6,7,NPL,
2026,6,4,Feed League Division 4,UMass,Tulsa,18,1,NPL,
2026,7,4,Feed League Division 4,Southern Miss,UMass,13,18,NPL,
2026,7,4,Feed League Division 4,UC Davis,Western Michigan,16,9,NPL,
2026,7,4,Feed League Division 4,Utah State,Troy,11,15,NPL,
2026,7,4,Feed League Division 4,Tulsa,Wyoming,1,12,NPL,
2026,7,4,Feed League Division 4,UNLV,UTEP,10,5,NPL,
2026,7,4,Feed League Division 4,Texas State,Western Kentucky,14,6,NPL,
2026,7,4,Feed League Division 4,UAB,UTSA,2,3,NPL,
2026,7,4,Feed League Division 4,Toledo,UConn,8,17,NPL,
2026,7,4,Feed League Division 4,Ohio,Sam Houston,7,4,NPL,
2026,8,4,Feed League Division 4,Wyoming,Southern Miss,12,13,NPL,
2026,8,4,Feed League Division 4,Sam Houston,Texas State,4,14,NPL,
2026,8,4,Feed League Division 4,UTEP,Utah State,5,11,NPL,
2026,8,4,Feed League Division 4,Western Michigan,Tulsa,9,1,NPL,
2026,8,4,Feed League Division 4,Western Kentucky,Troy,6,15,NPL,
2026,8,4,Feed League Division 4,UConn,UC Davis,17,16,NPL,
2026,8,4,Feed League Division 4,UTSA,Toledo,3,8,NPL,
2026,8,4,Feed League Division 4,UMass,Ohio,18,7,NPL,
2026,8,4,Feed League Division 4,UNLV,UAB,10,2,NPL,
2026,9,4,Feed League Division 4,Toledo,UNLV,8,10,NPL,
2026,9,4,Feed League Division 4,Troy,Sam Houston,15,4,NPL,
2026,9,4,Feed League Division 4,Texas State,UMass,14,18,NPL,
2026,9,4,Feed League Division 4,Ohio,Wyoming,7,12,NPL,
2026,9,4,Feed League Division 4,Utah State,Western Kentucky,11,6,NPL,
2026,9,4,Feed League Division 4,Southern Miss,Western Michigan,13,9,NPL,
2026,9,4,Feed League Division 4,Tulsa,UConn,1,17,NPL,
2026,9,4,Feed League Division 4,UAB,UTEP,2,5,NPL,
2026,9,4,Feed League Division 4,UC Davis,UTSA,16,3,NPL,
2026,10,4,Feed League Division 4,Wyoming,Texas State,12,14,NPL,
2026,10,4,Feed League Division 4,Sam Houston,Western Kentucky,4,6,NPL,
2026,10,4,Feed League Division 4,UTSA,Tulsa,3,1,NPL,
2026,10,4,Feed League Division 4,UConn,Southern Miss,17,13,NPL,
2026,10,4,Feed League Division 4,UMass,Troy,18,15,NPL,
2026,10,4,Feed League Division 4,UAB,Utah State,2,11,NPL,
2026,10,4,Feed League Division 4,Western Michigan,Ohio,9,7,NPL,
2026,10,4,Feed League Division 4,UNLV,UC Davis,10,16,NPL,
2026,10,4,Feed League Division 4,UTEP,Toledo,5,8,NPL,
2026,11,4,Feed League Division 4,Tulsa,UNLV,1,10,NPL,
2026,11,4,Feed League Division 4,Texas State,Western Michigan,14,9,NPL,
2026,11,4,Feed League Division 4,Western Kentucky,UMass,6,18,NPL,
2026,11,4,Feed League Division 4,Toledo,UAB,8,2,NPL,
2026,11,4,Feed League Division 4,Utah State,Sam Houston,11,4,NPL,
2026,11,4,Feed League Division 4,UC Davis,UTEP,16,5,NPL,
2026,11,4,Feed League Division 4,Troy,Wyoming,15,12,NPL,
2026,11,4,Feed League Division 4,Ohio,UConn,7,17,NPL,
2026,11,4,Feed League Division 4,Southern Miss,UTSA,13,3,NPL,
2026,12,4,Feed League Division 4,UAB,UC Davis,2,16,NPL,
2026,12,4,Feed League Division 4,UTEP,Tulsa,5,1,NPL,
2026,12,4,Feed League Division 4,UMass,Sam Houston,18,4,NPL,
2026,12,4,Feed League Division 4,UConn,Texas State,17,14,NPL,
2026,12,4,Feed League Division 4,Western Michigan,Troy,9,15,NPL,
2026,12,4,Feed League Division 4,UNLV,Southern Miss,10,13,NPL,
2026,12,4,Feed League Division 4,Toledo,Utah State,8,11,NPL,
2026,12,4,Feed League Division 4,UTSA,Ohio,3,7,NPL,
2026,12,4,Feed League Division 4,Wyoming,Western Kentucky,12,6,NPL,
2026,13,4,Feed League Division 4,Western Kentucky,Western Michigan,6,9,NPL,
2026,13,4,Feed League Division 4,Ohio,UNLV,7,10,NPL,
2026,13,4,Feed League Division 4,Tulsa,UAB,1,2,NPL,
2026,13,4,Feed League Division 4,Southern Miss,UTEP,13,5,NPL,
2026,13,4,Feed League Division 4,Sam Houston,Wyoming,4,12,NPL,
2026,13,4,Feed League Division 4,Troy,UConn,15,17,NPL,
2026,13,4,Feed League Division 4,UC Davis,Toledo,16,8,NPL,
2026,13,4,Feed League Division 4,Utah State,UMass,11,18,NPL,
2026,13,4,Feed League Division 4,Texas State,UTSA,14,3,NPL,
2026,14,4,Feed League Division 4,UTSA,Troy,3,15,NPL,
2026,14,4,Feed League Division 4,Western Michigan,Sam Houston,9,4,NPL,
2026,14,4,Feed League Division 4,Wyoming,UMass,12,18,NPL,
2026,14,4,Feed League Division 4,UTEP,Ohio,5,7,NPL,
2026,14,4,Feed League Division 4,UConn,Western Kentucky,17,6,NPL,
2026,14,4,Feed League Division 4,Toledo,Tulsa,8,1,NPL,
2026,14,4,Feed League Division 4,UNLV,Texas State,10,14,NPL,
2026,14,4,Feed League Division 4,UAB,Southern Miss,2,13,NPL,
2026,14,4,Feed League Division 4,UC Davis,Utah State,16,11,NPL,
2026,15,4,Feed League Division 4,Western Kentucky,UTSA,6,3,NPL,
